Movie Title,Director,Genre,Release Year
Naughty Marietta,W.S. Van Dyke,"Music, Romance",1935
I Live My Life,W.S. Van Dyke,"Comedy, Drama",1935
After the Thin Man,W.S. Van Dyke,"Comedy, Mystery, Crime",1936
Love on the Run,W.S. Van Dyke,"Comedy, Romance",1936
Rose Marie,W.S. Van Dyke,"Romance, Adventure, Music",1936
San Francisco,W.S. Van Dyke,"Drama, Romance, Music",1936
His Brother's Wife,W.S. Van Dyke,"Drama, Romance",1936
The Devil Is a Sissy,W.S. Van Dyke,"Comedy, Drama",1936
Rosalie,W.S. Van Dyke,"Music, Drama",1937
Personal Property,W.S. Van Dyke,"Comedy, Romance",1937
They Gave Him a Gun,W.S. Van Dyke,"War, Crime, Drama",1937
Sweethearts,W.S. Van Dyke,"Music, Comedy",1938
Another Thin Man,W.S. Van Dyke,"Comedy, Mystery, Crime",1939
Andy Hardy Gets Spring Fever,W.S. Van Dyke,"Comedy, Romance, Family",1939
It's a Wonderful World,W.S. Van Dyke,"Comedy, Romance, Crime, Mystery",1939
Stand Up and Fight,W.S. Van Dyke,"Drama, History, Romance, Western",1939
I Love You Again,W.S. Van Dyke,"Comedy, Romance",1940
New Moon,W.S. Van Dyke,"Romance, Adventure",1940
Bitter Sweet,W.S. Van Dyke,"Drama, Music, Romance",1940
I Take This Woman,W.S. Van Dyke,"Drama, Romance",1940
Rage in Heaven,W.S. Van Dyke,"Drama, Thriller",1941
Shadow of the Thin Man,W.S. Van Dyke,"Comedy, Crime, Mystery",1941
The Feminine Touch,W.S. Van Dyke,"Comedy, Romance",1941
Cairo,W.S. Van Dyke,"Comedy, Drama, Music",1942
Journey for Margaret,W.S. Van Dyke,"Drama, War",1942
I Married an Angel,W.S. Van Dyke,"Romance, Comedy, Fantasy",1942
Dr. Kildare's Victory,W.S. Van Dyke,"Drama, Crime",1942
Bottle Rocket,Wes Anderson,"Comedy, Crime, Drama",1996
Rushmore,Wes Anderson,"Comedy, Drama",1998
The Royal Tenenbaums,Wes Anderson,"Comedy, Drama",2001
The Life Aquatic with Steve Zissou,Wes Anderson,"Adventure, Comedy, Drama",2004
The Darjeeling Limited,Wes Anderson,"Adventure, Drama, Comedy",2007
Fantastic Mr. Fox,Wes Anderson,"Adventure, Animation, Comedy, Family",2009
Moonrise Kingdom,Wes Anderson,"Comedy, Drama, Romance",2012
The Grand Budapest Hotel,Wes Anderson,"Comedy, Drama",2014
Isle of Dogs,Wes Anderson,"Adventure, Comedy, Animation",2018
The French Dispatch,Wes Anderson,"Drama, Comedy",2021
Asteroid City,Wes Anderson,"Comedy, Drama",2023
The Wonderful Story of Henry Sugar and Three More,Wes Anderson,"Comedy, Drama",2024
The Stolen Ranch,William Wyler,"Drama, Western",1926
The Love Trap,William Wyler,"Comedy, Romance",1929
The Shakedown,William Wyler,Drama,1929
Hell's Heroes,William Wyler,Western,1929
The Storm,William Wyler,"Adventure, Drama, Western",1930
A House Divided,William Wyler,Drama,1931
Tom Brown of Culver,William Wyler,Drama,1932
Counsellor at Law,William Wyler,Drama,1933
Her First Mate,William Wyler,Comedy,1933
Glamour,William Wyler,Drama,1934
The Good Fairy,William Wyler,"Comedy, Romance",1935
The Gay Deception,William Wyler,"Comedy, Romance",1935
Dodsworth,William Wyler,"Drama, Romance",1936
These Three,William Wyler,"Drama, Romance",1936
Come and Get It,William Wyler,"Drama, Romance",1936
Dead End,William Wyler,"Crime, Drama",1937
Jezebel,William Wyler,"Drama, Romance",1938
Wuthering Heights,William Wyler,"Drama, Romance",1939
The Westerner,William Wyler,Western,1940
The Letter,William Wyler,"Crime, Drama",1940
The Little Foxes,William Wyler,"Drama, Romance, History",1941
Mrs. Miniver,William Wyler,"Drama, Romance, War",1942
The Fighting Lady,William Wyler,"War, Documentary",1944
The Best Years of Our Lives,William Wyler,"Drama, Romance, War",1946
The Heiress,William Wyler,"Drama, Romance, History",1949
Detective Story,William Wyler,"Crime, Drama",1951
Carrie,William Wyler,"Drama, Romance",1952
Roman Holiday,William Wyler,"Romance, Comedy, Drama",1953
The Desperate Hours,William Wyler,"Crime, Thriller",1955
Friendly Persuasion,William Wyler,"Drama, War",1956
The Big Country,William Wyler,"Drama, Western, Romance",1958
Ben-Hur,William Wyler,"History, Drama, Adventure, Action",1959
The Children's Hour,William Wyler,Drama,1961
The Collector,William Wyler,Thriller,1965
How to Steal a Million,William Wyler,"Comedy, Crime, Romance",1966
Funny Girl,William Wyler,"Comedy, Drama, Romance",1968
The Liberation of L.B. Jones,William Wyler,"Drama, Crime",1970
History Rediscovered: The Memphis Belle,William Wyler,"Documentary, History, War",2011
"What's Up, Tiger Lily?",Woody Allen,"Action, Comedy",1966
Take the Money and Run,Woody Allen,"Comedy, Crime",1969
Bananas,Woody Allen,Comedy,1971
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Woody Allen,Comedy,1972
Sleeper,Woody Allen,"Comedy, Science Fiction",1973
Love and Death,Woody Allen,Comedy,1975
Annie Hall,Woody Allen,"Comedy, Drama, Romance",1977
Interiors,Woody Allen,Drama,1978
Manhattan,Woody Allen,"Comedy, Drama, Romance",1979
Stardust Memories,Woody Allen,"Comedy, Drama, Romance",1980
A Midsummer Night's Sex Comedy,Woody Allen,"Comedy, Romance",1982
Zelig,Woody Allen,Comedy,1983
Broadway Danny Rose,Woody Allen,"Comedy, Drama",1984
The Purple Rose of Cairo,Woody Allen,"Fantasy, Comedy, Romance",1985
Hannah and Her Sisters,Woody Allen,"Comedy, Drama",1986
Radio Days,Woody Allen,Comedy,1987
September,Woody Allen,Drama,1987
Another Woman,Woody Allen,Drama,1988
Crimes and Misdemeanors,Woody Allen,"Comedy, Drama, Crime",1989
Alice,Woody Allen,"Fantasy, Drama, Romance, Comedy",1990
Shadows and Fog,Woody Allen,"Comedy, Mystery, Crime",1991
Husbands and Wives,Woody Allen,"Comedy, Drama, Romance",1992
Manhattan Murder Mystery,Woody Allen,"Comedy, Mystery",1993
Don't Drink the Water,Woody Allen,"Comedy, TV Movie",1994
Bullets Over Broadway,Woody Allen,"Comedy, Crime",1994
Mighty Aphrodite,Woody Allen,"Comedy, Romance",1995
Everyone Says I Love You,Woody Allen,"Comedy, Romance",1996
Deconstructing Harry,Woody Allen,"Comedy, Drama",1997
Celebrity,Woody Allen,"Drama, Comedy",1998
Sweet and Lowdown,Woody Allen,"Comedy, Drama, Music",1999
Small Time Crooks,Woody Allen,"Comedy, Crime",2000
The Curse of the Jade Scorpion,Woody Allen,"Comedy, Crime, Romance",2001
Hollywood Ending,Woody Allen,"Comedy, Drama",2002
Anything Else,Woody Allen,"Drama, Comedy, Romance",2003
Melinda and Melinda,Woody Allen,"Comedy, Drama, Romance",2004
Match Point,Woody Allen,"Drama, Thriller, Crime, Romance",2005
Scoop,Woody Allen,"Comedy, Mystery",2006
Cassandra's Dream,Woody Allen,"Crime, Drama, Thriller",2007
Vicky Cristina Barcelona,Woody Allen,"Drama, Romance",2008
Whatever Works,Woody Allen,"Comedy, Romance",2009
You Will Meet a Tall Dark Stranger,Woody Allen,"Comedy, Drama, Romance",2010
Midnight in Paris,Woody Allen,"Fantasy, Comedy, Romance",2011
To Rome with Love,Woody Allen,"Comedy, Romance, Drama",2012
Blue Jasmine,Woody Allen,Drama,2013
Magic in the Moonlight,Woody Allen,"Comedy, Drama, Romance",2014
Irrational Man,Woody Allen,"Drama, Comedy, Crime",2015
Gianni Schicchi,Woody Allen,Music,2015
Café Society,Woody Allen,"Comedy, Drama, Romance",2016
Wonder Wheel,Woody Allen,"Drama, Romance",2017
A Rainy Day in New York,Woody Allen,"Comedy, Romance",2019
Rifkin’s Festival,Woody Allen,"Comedy, Romance",2020
Coup de Chance,Woody Allen,"Comedy, Drama, Romance, Thriller",2023
My Best Friend,Yorgos Lanthimos,Comedy,2001
Kinetta,Yorgos Lanthimos,Drama,2007
Dogtooth,Yorgos Lanthimos,Drama,2009
Alps,Yorgos Lanthimos,Drama,2011
The Lobster,Yorgos Lanthimos,"Comedy, Drama, Romance",2015
The Killing of a Sacred Deer,Yorgos Lanthimos,"Drama, Thriller, Mystery",2017
The Favourite,Yorgos Lanthimos,"Drama, Comedy, Thriller, History",2018
Poor Things,Yorgos Lanthimos,"Science Fiction, Romance, Comedy",2023
Kinds of Kindness,Yorgos Lanthimos,"Comedy, Drama",2024
